ticket_id,customer_id,created_at,resolved_at,channel,category,subcategory,customer_tier,first_response_time_mins,resolution_time_hours,csat_score,ticket_status,ticket_text
TKT-11502,CUS-001440,2026-07-16 14:49:17,2026-07-17 13:46:17,In-App Chat,Billing/Refunds,Duplicate Charge,Free,7,22.95,3,Closed,I was charged twice for the same transaction. This has been very frustrating.
TKT-11503,CUS-000681,2026-05-26 22:33:10,2026-05-27 16:18:46,In-App Chat,Delivery Delay,Late Delivery,Free,18,17.76,4,Resolved,My order is later than the delivery estimate.
TKT-11504,CUS-000593,2026-06-03 11:09:52,2026-06-05 10:09:16,WhatsApp,App Bug,Login Timeout,Premium,20,46.99,1,Resolved,I keep getting timed out when I try to sign in. Please resolve this as soon as possible.
TKT-11505,CUS-000370,2026-05-29 17:57:54,2026-06-04 01:16:30,WhatsApp,Billing/Refunds,Refund Pending,Free,66,127.31,1,Closed,My refund is still pending and I need an update. This is disrupting what I need to do.
TKT-11506,CUS-000402,2026-07-18 15:23:39,2026-07-19 21:40:27,In-App Chat,App Bug,Page Not Loading,Free,37,30.28,,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-11507,CUS-001034,2026-07-01 16:13:48,2026-07-03 13:52:48,In-App Chat,App Bug,Notification Error,Premium,16,45.65,1,Closed,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11508,CUS-001621,2026-06-08 20:43:17,2026-06-16 00:33:05,Social Media,App Bug,App Crash,Free,83,171.83,,Resolved,The app closes every time I try to complete this action. I have already tried again several times.
TKT-11509,CUS-001012,2026-07-05 17:03:40,2026-07-06 10:27:40,In-App Chat,Delivery Delay,Missing Items,Premium,14,17.4,,Resolved,Some items were missing when my order arrived. Please resolve this as soon as possible.
TKT-11510,CUS-000698,2026-06-21 02:04:18,2026-06-22 05:46:54,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,6,27.71,2,Resolved,The delivery address shown for my order is incorrect. Please resolve this as soon as possible.
TKT-11511,CUS-000419,2026-07-15 16:18:57,2026-07-15 19:21:21,WhatsApp,Account Access,Verification Code Missing,Enterprise,14,3.04,4,Resolved,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-11512,CUS-001102,2026-06-18 06:25:21,,WhatsApp,Billing/Refunds,Refund Pending,Free,20,,,Open,My refund is still pending and I need an update. I have already tried again several times.
TKT-11513,CUS-000375,2026-06-21 14:11:30,,WhatsApp,Delivery Delay,Wrong Delivery Address,Free,41,,1,Open,The delivery address shown for my order is incorrect. I have already tried again several times.
TKT-11514,CUS-000169,2026-07-07 22:24:35,2026-07-08 09:09:35,Email,Account Access,Password Reset,Premium,38,10.75,4,Closed,I need help resetting my password. I would appreciate an update when possible.
TKT-11515,CUS-000170,2026-06-13 03:53:42,2026-06-14 19:48:18,In-App Chat,Billing/Refunds,Duplicate Charge,Free,24,39.91,,Closed,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-11516,CUS-001432,2026-07-27 02:15:48,2026-07-27 10:15:12,WhatsApp,Account Access,Verification Code Missing,Enterprise,3,7.99,,Closed,The verification code has not arrived yet. Thank you for checking this for me.
TKT-11517,CUS-000643,2026-07-12 18:20:43,,In-App Chat,App Bug,Notification Error,Premium,3,,3,Open,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11518,CUS-001585,2026-06-27 19:54:32,2026-06-29 12:02:56,In-App Chat,App Bug,Page Not Loading,Free,12,40.14,,Resolved,The page is stuck loading and I cannot continue.
TKT-11519,CUS-000829,2026-05-26 01:39:51,2026-05-29 08:33:51,WhatsApp,Billing/Refunds,Refund Pending,Free,56,78.9,3,Resolved,My refund is still pending and I need an update.
TKT-11520,CUS-001160,2026-06-08 21:39:17,2026-06-10 02:11:05,Social Media,Account Access,Account Locked,Enterprise,3,28.53,,Closed,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11521,CUS-001389,2026-07-15 02:39:59,,WhatsApp,Billing/Refunds,Payment Failed,Free,19,,2,Open,My payment keeps failing even though my details are correct. I have already tried again several times.
TKT-11522,CUS-001465,2026-08-03 19:50:35,2026-08-04 13:51:47,In-App Chat,Billing/Refunds,Payment Failed,Premium,14,18.02,2,Resolved,My payment keeps failing even though my details are correct. This is disrupting what I need to do.
TKT-11523,CUS-000296,2026-07-09 03:11:59,2026-07-09 21:00:35,WhatsApp,Billing/Refunds,Duplicate Charge,Free,18,17.81,,Resolved,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-11524,CUS-000381,2026-07-14 01:36:26,2026-07-15 21:59:50,Email,Feature Request,Notification Controls,Enterprise,9,44.39,2,Resolved,Please add more control over which notifications I receive. Thanks for considering the suggestion.
TKT-11525,CUS-000272,2026-07-15 18:14:19,2026-07-17 07:50:55,Email,App Bug,Notification Error,Free,78,37.61,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-11526,CUS-000751,2026-07-16 18:41:21,2026-07-19 13:26:21,WhatsApp,App Bug,App Crash,Premium,18,66.75,2,Closed,The app closes every time I try to complete this action.
TKT-11527,CUS-000285,2026-05-23 21:27:07,2026-05-26 01:43:55,Email,App Bug,Page Not Loading,Free,39,52.28,2,Resolved,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-11528,CUS-001100,2026-05-29 05:06:44,,Social Media,Feature Request,New Payment Option,Free,47,,3,Open,It would be helpful to have another payment option. Everything else is working well for me.
TKT-11529,CUS-000612,2026-05-31 15:36:51,2026-05-31 22:11:38,Email,Account Access,Profile Update Failed,Enterprise,16,6.58,,Closed,I cannot save the changes to my profile. Thank you for checking this for me.
TKT-11530,CUS-001626,2026-08-11 08:34:02,2026-08-11 13:29:14,Social Media,Feature Request,Export Data,Enterprise,3,4.92,5,Resolved,"Could you add a way to export my account data? The service has been useful overall, so this would be a great addition."
TKT-11531,CUS-001374,2026-06-29 09:15:32,2026-07-09 09:15:32,WhatsApp,App Bug,Page Not Loading,Free,38,240.0,,Escalated,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-11532,CUS-001217,2026-06-23 11:33:46,2026-06-25 03:20:34,Social Media,Billing/Refunds,Incorrect Amount,Enterprise,5,39.78,,Closed,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-11533,CUS-001160,2026-06-22 18:10:43,2026-06-23 06:08:55,In-App Chat,Account Access,Account Locked,Free,25,11.97,,Resolved,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-11534,CUS-000073,2026-06-06 15:13:33,2026-06-10 04:14:45,In-App Chat,App Bug,App Crash,Free,36,85.02,2,Resolved,The app closes every time I try to complete this action. This has been very frustrating.
TKT-11535,CUS-000153,2026-08-07 11:58:54,2026-08-10 14:34:18,WhatsApp,Delivery Delay,Missing Items,Free,30,74.59,2,Escalated,Some items were missing when my order arrived.
TKT-11536,CUS-000723,2026-06-03 21:46:11,2026-06-06 02:16:47,WhatsApp,Delivery Delay,Late Delivery,Free,59,52.51,3,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-11537,CUS-001531,2026-07-29 14:18:31,2026-07-31 06:34:43,WhatsApp,App Bug,Notification Error,Free,55,40.27,3,Resolved,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
TKT-11538,CUS-000172,2026-06-04 06:56:40,2026-06-05 06:11:04,In-App Chat,Feature Request,Export Data,Free,40,23.24,4,Resolved,Could you add a way to export my account data? I would be happy to use this feature.
TKT-11539,CUS-000703,2026-07-07 13:52:37,2026-07-08 02:20:13,Email,Account Access,Profile Update Failed,Free,96,12.46,,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-11540,CUS-001341,2026-07-02 14:31:31,2026-07-03 19:28:31,Social Media,App Bug,App Crash,Premium,39,28.95,,Closed,The app closes every time I try to complete this action. I have already tried again several times.
TKT-11541,CUS-000554,2026-07-20 03:49:55,2026-07-21 05:16:55,Social Media,App Bug,Page Not Loading,Premium,25,25.45,3,Resolved,The page is stuck loading and I cannot continue. Please resolve this as soon as possible.
TKT-11542,CUS-001559,2026-07-12 11:09:38,2026-07-13 09:52:14,In-App Chat,Billing/Refunds,Refund Pending,Premium,4,22.71,3,Closed,My refund is still pending and I need an update.
TKT-11543,CUS-001574,2026-05-23 06:18:22,2026-05-24 06:56:46,Email,Delivery Delay,Late Delivery,Free,46,24.64,,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-11544,CUS-000105,2026-07-27 22:45:28,2026-07-29 21:49:40,In-App Chat,Billing/Refunds,Refund Pending,Premium,9,47.07,,Escalated,My refund is still pending and I need an update.
TKT-11545,CUS-001035,2026-06-17 01:43:24,2026-06-18 22:39:48,Email,App Bug,Page Not Loading,Free,70,44.94,2,Resolved,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-11546,CUS-000263,2026-07-02 05:22:39,,In-App Chat,Account Access,Account Locked,Premium,13,,3,Open,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11547,CUS-000741,2026-06-02 04:09:20,,In-App Chat,Billing/Refunds,Duplicate Charge,Free,14,,2,Open,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-11548,CUS-001509,2026-06-24 07:23:08,2026-06-25 15:46:32,In-App Chat,Billing/Refunds,Refund Pending,Free,80,32.39,1,Resolved,My refund is still pending and I need an update. This has been very frustrating.
TKT-11549,CUS-000137,2026-08-04 11:04:48,2026-08-04 19:09:00,WhatsApp,Account Access,Account Locked,Free,32,8.07,2,Closed,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11550,CUS-001579,2026-05-31 11:17:49,2026-06-01 07:09:25,Social Media,Billing/Refunds,Payment Failed,Premium,20,19.86,3,Resolved,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-11551,CUS-001646,2026-06-25 09:00:44,2026-06-26 08:34:20,WhatsApp,App Bug,Login Timeout,Enterprise,4,23.56,1,Escalated,I keep getting timed out when I try to sign in. Please resolve this as soon as possible.
TKT-11552,CUS-001130,2026-07-17 12:05:20,2026-07-18 20:41:56,Email,App Bug,Login Timeout,Premium,18,32.61,1,Closed,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-11553,CUS-000607,2026-05-26 06:29:29,2026-05-26 17:24:05,Email,Billing/Refunds,Duplicate Charge,Enterprise,11,10.91,,Resolved,I was charged twice for the same transaction. This has been very frustrating.
TKT-11554,CUS-000432,2026-07-09 15:54:41,2026-07-10 12:22:53,In-App Chat,Billing/Refunds,Incorrect Amount,Enterprise,4,20.47,3,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-11555,CUS-000724,2026-08-09 05:32:03,2026-08-09 19:29:39,Email,Delivery Delay,Late Delivery,Free,70,13.96,4,Resolved,My order is later than the delivery estimate.
TKT-11556,CUS-000331,2026-08-09 15:46:57,2026-08-10 00:48:45,In-App Chat,Feature Request,New Payment Option,Premium,29,9.03,,Escalated,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-11557,CUS-000042,2026-07-15 12:34:49,2026-07-20 20:48:01,Social Media,Billing/Refunds,Refund Pending,Free,40,128.22,2,Closed,My refund is still pending and I need an update. This has been very frustrating.
TKT-11558,CUS-000118,2026-05-27 22:21:25,2026-05-28 10:24:25,WhatsApp,Feature Request,Notification Controls,Free,32,12.05,4,Resolved,Please add more control over which notifications I receive.
TKT-11559,CUS-001124,2026-06-22 02:23:30,2026-06-22 23:39:06,WhatsApp,Account Access,Account Locked,Free,56,21.26,4,Resolved,My account is locked and I cannot get back in. Could someone advise me on the next step?
TKT-11560,CUS-000043,2026-07-08 07:31:08,2026-07-08 12:06:32,In-App Chat,Account Access,Password Reset,Enterprise,3,4.59,,Resolved,I need help resetting my password. Please let me know what information you need.
TKT-11561,CUS-000519,2026-07-21 18:00:31,2026-07-24 02:40:07,Email,Delivery Delay,Late Delivery,Premium,48,56.66,3,Closed,My order is later than the delivery estimate. This is disrupting what I need to do.
TKT-11562,CUS-001145,2026-07-27 22:55:15,2026-07-28 09:45:03,In-App Chat,Delivery Delay,Tracking Not Updated,Free,10,10.83,3,Resolved,The tracking status has not changed for a while. I have already tried again several times.
TKT-11563,CUS-000323,2026-06-07 03:33:08,2026-06-08 02:56:32,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,10,23.39,4,Resolved,The delivery address shown for my order is incorrect.
TKT-11564,CUS-000575,2026-05-31 23:57:58,2026-06-03 00:31:34,Social Media,App Bug,Notification Error,Free,47,48.56,1,Escalated,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11565,CUS-000064,2026-06-25 12:26:01,2026-06-26 22:32:01,Email,Account Access,Profile Update Failed,Premium,30,34.1,4,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-11566,CUS-000205,2026-06-23 23:15:24,2026-06-25 00:14:48,Social Media,App Bug,Notification Error,Enterprise,4,24.99,3,Closed,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11567,CUS-000396,2026-06-10 07:21:27,2026-06-12 05:23:15,In-App Chat,Billing/Refunds,Payment Failed,Free,25,46.03,,Resolved,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-11568,CUS-000231,2026-07-23 19:07:03,2026-07-24 07:02:51,WhatsApp,Account Access,Account Locked,Free,38,11.93,,Resolved,My account is locked and I cannot get back in. Could someone advise me on the next step?
TKT-11569,CUS-000787,2026-05-21 13:44:59,2026-05-22 23:57:35,WhatsApp,Billing/Refunds,Refund Pending,Free,22,34.21,2,Closed,My refund is still pending and I need an update. I have already tried again several times.
TKT-11570,CUS-000233,2026-07-15 10:18:56,2026-07-17 09:26:08,Email,App Bug,App Crash,Free,54,47.12,,Resolved,The app closes every time I try to complete this action.
TKT-11571,CUS-000525,2026-06-25 15:06:24,2026-06-28 05:44:12,WhatsApp,Billing/Refunds,Incorrect Amount,Free,38,62.63,2,Resolved,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-11572,CUS-001216,2026-06-06 07:39:08,,In-App Chat,Billing/Refunds,Incorrect Amount,Free,12,,2,Open,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-11573,CUS-001106,2026-06-25 11:48:17,2026-06-26 14:15:53,Social Media,Account Access,Verification Code Missing,Free,30,26.46,4,Escalated,The verification code has not arrived yet.
TKT-11574,CUS-000645,2026-05-27 13:54:09,2026-05-28 05:02:33,WhatsApp,Account Access,Account Locked,Free,47,15.14,3,Closed,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-11575,CUS-001564,2026-05-27 16:15:58,2026-05-30 16:10:34,WhatsApp,App Bug,Login Timeout,Enterprise,6,71.91,4,Resolved,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-11576,CUS-001331,2026-05-28 14:11:34,2026-05-29 12:33:10,WhatsApp,Billing/Refunds,Duplicate Charge,Free,25,22.36,,Resolved,I was charged twice for the same transaction.
TKT-11577,CUS-001013,2026-06-19 16:17:35,2026-06-20 04:12:11,Email,App Bug,Notification Error,Free,43,11.91,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-11578,CUS-000733,2026-07-09 10:09:26,,WhatsApp,App Bug,App Crash,Premium,8,,,Open,The app closes every time I try to complete this action. This is disrupting what I need to do.
TKT-11579,CUS-000112,2026-07-19 05:39:05,2026-07-20 02:25:17,Social Media,Delivery Delay,Late Delivery,Enterprise,7,20.77,3,Escalated,My order is later than the delivery estimate. This is disrupting what I need to do.
TKT-11580,CUS-000699,2026-05-25 09:40:35,2026-05-25 15:11:11,In-App Chat,Account Access,Account Locked,Free,81,5.51,,Resolved,My account is locked and I cannot get back in. Thank you for checking this for me.
TKT-11581,CUS-000900,2026-06-22 23:13:43,,In-App Chat,App Bug,Page Not Loading,Free,33,,2,Open,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-11582,CUS-001646,2026-07-04 03:43:13,2026-07-05 08:00:01,Social Media,App Bug,Login Timeout,Premium,9,28.28,2,Resolved,I keep getting timed out when I try to sign in. I have already tried again several times.
TKT-11583,CUS-001601,2026-06-29 05:08:06,2026-06-30 00:31:30,Email,Feature Request,Export Data,Free,115,19.39,3,Closed,"Could you add a way to export my account data? The service has been useful overall, so this would be a great addition."
TKT-11584,CUS-000204,2026-06-12 04:20:31,2026-06-13 00:14:31,Email,Delivery Delay,Tracking Not Updated,Premium,21,19.9,3,Resolved,The tracking status has not changed for a while.
TKT-11585,CUS-001637,2026-07-01 22:48:12,2026-07-02 21:39:12,WhatsApp,App Bug,Login Timeout,Free,33,22.85,3,Resolved,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-11586,CUS-001274,2026-05-23 04:14:08,,Email,App Bug,Page Not Loading,Free,52,,2,Open,The page is stuck loading and I cannot continue.
TKT-11587,CUS-001154,2026-07-22 12:47:21,2026-07-26 18:34:09,Email,Billing/Refunds,Refund Pending,Free,261,101.78,,Escalated,My refund is still pending and I need an update. This has been very frustrating.
TKT-11588,CUS-001518,2026-07-18 03:44:24,2026-07-19 08:03:00,Email,Feature Request,Dark Mode,Premium,17,28.31,5,Resolved,"I like the app and would find a dark mode option useful. The service has been useful overall, so this would be a great addition."
TKT-11589,CUS-000564,2026-07-13 05:14:37,2026-07-15 14:16:25,Email,App Bug,Page Not Loading,Free,90,57.03,,Resolved,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-11590,CUS-000677,2026-06-29 02:53:03,2026-06-30 07:14:03,Social Media,Billing/Refunds,Duplicate Charge,Free,28,28.35,3,Closed,I was charged twice for the same transaction. This has been very frustrating.
TKT-11591,CUS-001461,2026-06-26 21:04:24,2026-06-28 02:26:36,Email,Feature Request,New Payment Option,Free,118,29.37,3,Resolved,"It would be helpful to have another payment option. The service has been useful overall, so this would be a great addition."
TKT-11592,CUS-000188,2026-07-04 10:40:21,2026-07-05 11:28:21,Email,Delivery Delay,Missing Items,Premium,41,24.8,4,Closed,Some items were missing when my order arrived. I have already tried again several times.
TKT-11593,CUS-001187,2026-07-25 06:31:02,2026-07-27 13:40:02,Social Media,Billing/Refunds,Refund Pending,Free,94,55.15,,Closed,My refund is still pending and I need an update.
TKT-11594,CUS-001365,2026-06-17 09:42:58,2026-06-18 21:14:10,Social Media,Billing/Refunds,Payment Failed,Premium,31,35.52,3,Resolved,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-11595,CUS-001487,2026-07-13 04:31:13,2026-07-14 02:16:49,WhatsApp,Billing/Refunds,Duplicate Charge,Premium,10,21.76,,Resolved,I was charged twice for the same transaction. I have already tried again several times.
TKT-11596,CUS-000388,2026-06-03 06:32:48,2026-06-03 16:17:48,In-App Chat,Account Access,Account Locked,Free,141,9.75,4,Resolved,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-11597,CUS-001151,2026-08-10 23:08:32,,Social Media,Billing/Refunds,Duplicate Charge,Enterprise,10,,1,Open,I was charged twice for the same transaction.
TKT-11598,CUS-000154,2026-07-11 19:13:26,2026-07-12 02:07:26,Email,Feature Request,New Payment Option,Premium,24,6.9,,Resolved,"It would be helpful to have another payment option. The service has been useful overall, so this would be a great addition."
TKT-11599,CUS-001444,2026-06-02 08:46:22,2026-06-02 13:36:46,In-App Chat,Feature Request,Dark Mode,Free,26,4.84,,Closed,I like the app and would find a dark mode option useful. Everything else is working well for me.
TKT-11600,CUS-000808,2026-07-16 15:20:57,2026-07-16 21:29:21,Social Media,Account Access,Password Reset,Free,64,6.14,4,Resolved,I need help resetting my password.
TKT-11601,CUS-001046,2026-07-27 15:26:21,2026-07-28 04:00:32,Social Media,Account Access,Password Reset,Free,62,12.57,,Closed,I need help resetting my password. Thank you for checking this for me.
TKT-11602,CUS-001432,2026-07-23 02:05:47,2026-07-25 19:35:47,Email,App Bug,App Crash,Free,101,65.5,3,Resolved,The app closes every time I try to complete this action. This is disrupting what I need to do.
TKT-11603,CUS-000832,2026-06-10 21:51:04,2026-06-12 19:01:16,WhatsApp,Billing/Refunds,Refund Pending,Free,61,45.17,2,Resolved,My refund is still pending and I need an update. This is disrupting what I need to do.
TKT-11604,CUS-000837,2026-08-06 11:27:14,2026-08-07 02:18:50,In-App Chat,Delivery Delay,Missing Items,Enterprise,7,14.86,4,Closed,Some items were missing when my order arrived. This has been very frustrating.
TKT-11605,CUS-000776,2026-07-28 16:31:23,2026-07-29 11:44:35,In-App Chat,Billing/Refunds,Incorrect Amount,Premium,6,19.22,2,Closed,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-11606,CUS-000999,2026-05-28 22:45:26,2026-05-30 00:24:26,In-App Chat,Billing/Refunds,Payment Failed,Free,85,25.65,3,Resolved,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-11607,CUS-001206,2026-08-01 15:00:02,2026-08-02 10:49:50,Email,App Bug,Notification Error,Free,252,19.83,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-11608,CUS-001359,2026-05-27 14:16:00,,Social Media,Billing/Refunds,Refund Pending,Free,71,,2,Open,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-11609,CUS-000062,2026-07-08 13:05:11,2026-07-09 03:19:35,WhatsApp,App Bug,Page Not Loading,Free,34,14.24,2,Resolved,The page is stuck loading and I cannot continue. Please resolve this as soon as possible.
TKT-11610,CUS-000596,2026-07-16 20:08:28,2026-07-18 19:01:52,Social Media,Delivery Delay,Wrong Delivery Address,Free,45,46.89,,Resolved,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-11611,CUS-000724,2026-06-06 06:31:27,2026-06-08 00:36:51,In-App Chat,Delivery Delay,Missing Items,Enterprise,3,42.09,4,Resolved,Some items were missing when my order arrived. I have already tried again several times.
TKT-11612,CUS-000180,2026-08-04 15:26:57,2026-08-05 03:07:45,In-App Chat,Account Access,Profile Update Failed,Premium,9,11.68,4,Resolved,I cannot save the changes to my profile. Could someone advise me on the next step?
TKT-11613,CUS-001267,2026-07-13 10:14:19,2026-07-14 11:08:55,In-App Chat,Delivery Delay,Tracking Not Updated,Free,6,24.91,4,Closed,The tracking status has not changed for a while. I have already tried again several times.
TKT-11614,CUS-000863,2026-07-20 10:55:15,2026-07-21 02:30:02,Social Media,App Bug,Notification Error,Premium,51,15.58,2,Closed,The notifications are delayed or showing the wrong information.
TKT-11615,CUS-000002,2026-05-28 10:27:10,2026-05-29 05:41:34,In-App Chat,Delivery Delay,Late Delivery,Free,48,19.24,2,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-11616,CUS-001062,2026-07-06 11:52:37,2026-07-08 13:43:37,Email,App Bug,App Crash,Premium,12,49.85,,Closed,The app closes every time I try to complete this action.
TKT-11617,CUS-000586,2026-07-24 16:46:19,2026-07-26 14:50:31,WhatsApp,Billing/Refunds,Duplicate Charge,Free,58,46.07,2,Resolved,I was charged twice for the same transaction. This has been very frustrating.
TKT-11618,CUS-001221,2026-06-30 12:13:44,2026-07-01 13:16:44,Social Media,Feature Request,Notification Controls,Free,43,25.05,5,Closed,Please add more control over which notifications I receive. Thanks for considering the suggestion.
TKT-11619,CUS-000331,2026-06-16 11:16:16,2026-06-18 21:05:28,In-App Chat,App Bug,Notification Error,Premium,9,57.82,3,Resolved,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11620,CUS-000002,2026-07-25 23:33:36,2026-07-29 15:25:12,In-App Chat,Billing/Refunds,Incorrect Amount,Free,31,87.86,2,Resolved,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-11621,CUS-000156,2026-08-10 06:37:40,2026-08-11 10:04:40,Email,Billing/Refunds,Incorrect Amount,Free,25,27.45,3,Closed,The amount on my bill does not match what I expected.
TKT-11622,CUS-000739,2026-07-15 13:19:03,2026-07-22 22:55:03,Email,App Bug,Login Timeout,Free,74,177.6,2,Resolved,I keep getting timed out when I try to sign in. This has been very frustrating.
TKT-11623,CUS-001259,2026-05-26 16:58:28,2026-05-27 01:51:16,In-App Chat,App Bug,Page Not Loading,Premium,11,8.88,,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-11624,CUS-001008,2026-05-24 23:18:18,2026-05-25 04:06:18,WhatsApp,Account Access,Account Locked,Premium,16,4.8,4,Resolved,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11625,CUS-000028,2026-07-15 16:41:09,2026-07-16 11:33:21,Email,Feature Request,New Payment Option,Free,32,18.87,3,Closed,It would be helpful to have another payment option. Everything else is working well for me.
TKT-11626,CUS-000985,2026-07-01 14:17:01,2026-07-03 14:16:25,Email,App Bug,Page Not Loading,Free,98,47.99,3,Resolved,The page is stuck loading and I cannot continue. Please resolve this as soon as possible.
TKT-11627,CUS-000808,2026-06-24 03:55:13,2026-06-24 12:12:01,In-App Chat,Account Access,Verification Code Missing,Premium,20,8.28,,Closed,The verification code has not arrived yet.
TKT-11628,CUS-001342,2026-07-22 08:28:20,2026-07-23 16:23:32,In-App Chat,App Bug,Notification Error,Free,30,31.92,4,Closed,The notifications are delayed or showing the wrong information.
TKT-11629,CUS-000443,2026-07-22 13:57:37,2026-07-26 10:22:49,In-App Chat,Delivery Delay,Missing Items,Free,20,92.42,,Closed,Some items were missing when my order arrived.
TKT-11630,CUS-001207,2026-07-01 20:58:42,2026-07-02 14:02:18,In-App Chat,Billing/Refunds,Refund Pending,Premium,56,17.06,3,Resolved,My refund is still pending and I need an update. I have already tried again several times.
TKT-11631,CUS-001062,2026-06-17 17:24:19,2026-06-19 10:44:07,Email,Billing/Refunds,Payment Failed,Free,42,41.33,2,Escalated,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-11632,CUS-001045,2026-07-02 01:59:51,2026-07-05 06:25:39,Email,App Bug,Page Not Loading,Premium,55,76.43,,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-11633,CUS-000693,2026-05-28 20:55:55,,WhatsApp,Account Access,Account Locked,Free,39,,,Open,My account is locked and I cannot get back in. Could someone advise me on the next step?
TKT-11634,CUS-000023,2026-06-25 08:52:04,2026-06-27 00:47:52,WhatsApp,Delivery Delay,Wrong Delivery Address,Premium,54,39.93,,Closed,The delivery address shown for my order is incorrect. Please resolve this as soon as possible.
TKT-11635,CUS-000342,2026-07-24 11:35:23,2026-07-24 21:52:46,In-App Chat,Account Access,Password Reset,Free,29,10.29,4,Resolved,I need help resetting my password. Could someone advise me on the next step?
TKT-11636,CUS-001422,2026-07-27 18:46:40,2026-07-28 06:22:40,In-App Chat,Delivery Delay,Tracking Not Updated,Free,33,11.6,3,Closed,The tracking status has not changed for a while.
TKT-11637,CUS-001035,2026-06-12 03:02:10,2026-06-13 15:41:10,Social Media,App Bug,Notification Error,Free,59,36.65,,Resolved,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
TKT-11638,CUS-000964,2026-06-12 14:32:31,2026-06-12 22:34:19,WhatsApp,Billing/Refunds,Duplicate Charge,Enterprise,3,8.03,3,Resolved,I was charged twice for the same transaction. I have already tried again several times.
TKT-11639,CUS-000870,2026-07-29 08:07:53,2026-07-30 11:03:05,WhatsApp,Billing/Refunds,Duplicate Charge,Premium,9,26.92,,Resolved,I was charged twice for the same transaction.
TKT-11640,CUS-000139,2026-06-13 21:40:28,2026-06-15 15:20:04,In-App Chat,Billing/Refunds,Payment Failed,Premium,9,41.66,3,Closed,My payment keeps failing even though my details are correct.
TKT-11641,CUS-000595,2026-06-18 00:49:25,2026-06-21 08:14:01,In-App Chat,App Bug,App Crash,Free,42,79.41,,Closed,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-11642,CUS-001038,2026-06-27 23:28:14,,In-App Chat,App Bug,Page Not Loading,Free,27,,1,Open,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-11643,CUS-000231,2026-05-23 16:33:05,2026-05-25 12:47:29,WhatsApp,App Bug,Notification Error,Premium,14,44.24,2,Resolved,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
